,Review,Sentiment
413,Absolute filth to the candyman franchise with your typical reboot with a political agenda. Complete trash of a film.,NEGATIVE
414,"Ryan Reynolds stars as a background player in a video game. One day he discovers that he can step out of his assigned role and become a superhero, which leads him to a new world and a girlfriend (Jodie Comer). Not only does Comer prove a delightful comic presence, there are other enjoyable supporting roles including Taika Waititi, LilRel Howery and Channing Tatum. Of course, the star is still Reynolds and his charismatic charm and self-aware timing are in full force. It helps that the script is peppered with funny concepts, on top of the animated game world that fills the screen with zany visuals. Since CGI technicians can create pretty much design anything, it’s up to their creativity to keep them interesting. They mostly succeed. Director Shawn Levy has kept the whole thing bright and sunny, while milking the most fun from every actor. It’s the kind of snappy, clever entertainment we’ve come to expect from Reynolds.",POSITIVE
415,This movie is ridiculous. It tries to be cool but it is only boring and just way to far from reality. Watching it hurts physically. Don't waste your time with that trash.,NEGATIVE
416,I’m not sure what to say but it’s looking like Vin and the rest of the bunch have taken the Fast and the Furious as far as they can take it. F9 is confusing in that they don’t know if they want to be a comedy movie or a spy thriller. I thought these films were supposed to be about fast cars and Street Racing? Somewhere along the lines it was forgotten. Don’t get me wrong when they first started straying away from cars and racing it was cool because there’s only so much you can do with that. The problem now is that most of the cast is getting too old to be believable as crime fighters. Also they threw out the whole “they might die at any moment” suspense with the bringing back of dead characters more times than makes sense. In my opinion it’s time Vin Diesel and the old timers let go and let the Tokyo Drift guys get a shot at carrying the series.,NEGATIVE
417,"I did not expect realism. I expected full and crazy action, Roman's funny lines and beautiful environments. It definitely delivered and I was happy with the movie. I liked the flashback scenes with Dom and Jacob and their dad. And finally, the way Han showed up on Shaw's door was really cool. I am happy with the movie.",POSITIVE
418,"A new forest ranger (Sam Richardson) comes to a small mountain town about the same time the titular creature cranks up a killing spree. In the early scenes, the local mail carrier (Milana Vayntrub) takes him around to meet the town’s quirky citizens. Sadly, most of them aren’t that quirky…just trying too hard. This develops into a classic whodunit with everyone a suspect. The combo of comedy/thriller never materializes on either level. Although there’s plenty of comic energy, it doesn’t translate into a lot of genuine funny. Even when the creature does attack, it’s not remotely scary. While making a robust effort, this film doesn’t deliver on its eccentric promise.",NEGATIVE
419,Best movie of the year so far. Engrossing story and incredible acting from cage and Alex.,POSITIVE
420,"Not a gamer, but I still enjoyed this film. Looking forward to seeing it again on the big screen.",POSITIVE
421,"Divertido, engraçado e com muito easter eggs e fan service. Free guy é diversão pura, alem de ter uma participação que eu não esperava",NEGATIVE
422,"As action-packed and outstanding the film is, Kate is missing fun interactions and chemistry between characters.",NEGATIVE
423,"This is the single worst film in the franchise, Wooden acting, terrible script designed just to get to the next unbelievably silly action set pieces, CGI effects so bad they wouldn't look out of place in an early 2000s Star Wars film. Oh and they went to space in a rusty car using a homemade rocket strapped to the roof.",NEGATIVE
424,"Great fun, one of the best purge movies yet. Interesting way to talk about the political environment without going over the top too. Fun",POSITIVE
425,"I had low expectations for this one and was actually pleasantly surprised by the story and how good the main villain is. I wish the soundtrack would've been better as the setting was beautiful. On the other characters of the movie - they were just alright. And i must mention the phenomenal visual effects. Another solid movie from Marvel, check it out!",POSITIVE
426,"My 5 year old son likes the show so I knew what I was getting into. Better than expected and it was only 1hr 15 min-ish. Entertaining and kids love it. Imo, Much better than Raya or Space Jam. Saw both with my son and I was ready for them to be over long before the credits rolled. Paw Patrol held my attention and the animation was better than the TV show. Good, if you have kids and they like Paw Patrol.",POSITIVE
427,"I don't relate to people's interest in complaining about everything nowadays. Maybe if the audience had even enough talent to create anything for other people to **** on, they'd be more understanding. Akela Cooper, Ingrid Bisu and James Wan clearly put a lot into making a fun, almost retro, horror movie. I can't see a single thing wrong with Malignant, it's, at least, worth seeing, and that's all that really matters.",POSITIVE
428,"HORRIBLE! Characters are so wooden and psychologically unbelievable you'll find yourself thinking over and over again: in the crazy situation they are in, THIS is what they are compelled to focus on? A REALLY bad movie and I'm the kind of person who tries to find the silver lining. But this time, I couldn't find anything. Okay, the beach shots are nice. But that's about the ONLY good thing about this movie. The ending is pure ridiculousness too.",NEGATIVE
429,"This was suck a nice change of pace for Marvel Studios. It didn't feel like a superhero movie this time, it felt like a real martial arts movie.",POSITIVE
430,"Excellent performances from Annabelle Wallis Marina Mazepa, and Ray Chase, superb special effects makeup, outstanding visual effects, as well as its very fresh and unique twist make up for Malignant's uneven tone at time and cheesy moments.",POSITIVE
431,"The search for connection is something that we all understand, not only as a social practice, but also as a personal and collective need. So, when we hear about an individual who is unable to fulfill that requirement, we're often saddened by this deficiency, regardless of whether this circumstance involves a human or some other creature. Such is the case for a believed-hybrid whale that sings its songs on a unique frequency, making it fundamentally unable to communicate with its peers and causing it to labeled as the ultimate social outcast. This has thus led to the emergence of a mythology sentimentally celebrated in story and even song, all backed by an abundance of empathy for this loner of the deep, a creature that has come to be known as ""the loneliest whale."" The search for this elusive cetacean provides the focus of filmmaker Joshua Zeman's captivating new documentary, which shares the story of this solitary specimen and the long-shot expedition launched to find it. The film generally tells the tale in a beautifully filmed and engaging vehicle, though it has unfortunate tendencies to slip off into tangents that are awkwardly introduced and to insert annoying, somewhat self-aggrandizing observations from the director/narrator, intrusions that needlessly impede the flow of the narrative. Nevertheless, this offering also draws a number of relevant and pertinent parallels between the human condition and that of the lonely whale and its kindreds, metaphorical parables that we had all better heed if we hope to save the whales -- and ourselves.",POSITIVE
432,"This was unfortunately a pretty uninspired, boring and a needlessly long movie that is abusing the flasback system and is almost entirely made of exposition.Once someone interesting shows up the focus is changed back to the main characters making you wonder why they would tease us with a interesting persona and then never show them again , the comedy was pretty bad to be honest and it should have focused more on the comic relief than at the characters trying to make jokes. The only positive thing that I can tell about this movie that the small amount of fights were pretty great and badass , especially the bus scene.Music is forgetful and the acting was awkward and not that fine.",NEGATIVE
433,This movie is competent for an action movie of the same category as John Wick and Atomic blonde. A tad bit more stylish than others but way to predictable in story. Mary does pull off the badass type but the plot doesn't do her favors.,NEGATIVE
434,"Definitely, this script was written by a sexually frustrated junkie with a dumb brain; an actual film experiment went wrong! Well, these definitive vocabularies will describe the film: pathetic, dismal, dreary, heartbreaking, heartrending, melancholy, mournful, sad, saddening, sorry, tearful, asinine, balmy, brainless, bubbleheaded, cockeyed, crackpot, crazy, cuckoo, daffy, daft, dippy, dotty, fatuous, feather-headed, fool, foolish, half-baked, half-witted, harebrained, inept, insane, jerky, kooky (also kookie), loony (also looney), lunatic, lunkheaded, mad, nonsensical, nutty, preposterous, sappy, screwball, senseless, silly, simpleminded, stupid, tomfool, unwise, wacky (also whacky), weak-minded, witless, zany and depressing! An absolute bad example of si-fi and creativity and was definitely written by a sexually frustrated junkie with a dumb brain. The worst depiction follows a cheating wife talking like a three-year-old, a kid who impregnates another kid, a kid asking her mom to change her bra because her breast doesn't fit in. The most horrible part was a cardiothoracic surgeon who doesn't know anything about medicine, so it seemed! Yes, it was a si-fi movie but for instance an example like Angelman syndrome could led a person have Intellectual disability forever and now in this film you depicted a 5 year old developing the brain and understating the full functionality of the human body? Growing one's hunger for sex and blah blah blah, are you kidding me? It could have been described better with unique creativity. And with all this, was this film rated PG-13? What! I couldn't understand why was your camera shaking while filming the movie, was it because to add some special effects? Didn't work though! This is what happens when people don't use their brains anymore! It could have been an epic with the concept, but alas, this experiment was unsuccessful! Don't watch this crap will just frustrate you even further!",NEGATIVE
435,"Outside the other celebrity cameos and behind the scenes footage, I was pretty disappointed. Pretty pretentious, which doesn't surprise me given Kilmer's ego, but even for him it's too much for me. I respect he went to Julliard and really put everything into his acting, but this comes off like he really enjoys the flavor of his own Kool-Aid. Even though it's a documentary, it is very contrived and scripted.",NEGATIVE
436,"I can't suggest this movie enough. The way they thought of this scenario in this movie to bring another toretto and also bring back some loved characters. Amazing movie, if you haven't watched this movie then what are you doing just go and give a shot . Trust me you won't be disappointed.",POSITIVE
437,Amazing movie! Loved every bit of it. Glad it was not whitewashed. I'm over these white washed movies stolen from other ethnic groups. More movies like this.,POSITIVE
438,P######ta filme ruim da porr@! Nem se iludam por ser o diretor de outros filmes aclamados. Aqui você vai encontrar um filme gore e uma história MUITA tosca! Não vale o tempo perdido.,NEGATIVE
439,Good MA. Strong pick for the lead. Too much bs comic relief and unnecessary sidekicks and a bizarre resurrection of a mistake the MCU made in a previous poorly done movie. It’s like they tried to justify that mistake and it weighted down this story with a stupid add that just didn’t need to be there. Also some of the “animals” they used for a fantasy environment smacked of Pokémon. Just a shame. Has the elements to be great but missed the mark.,NEGATIVE
440,"Oh my god...there actually did it. 'F9' is wild, bonkers, fun, stupid, and really stupid. However, nine movies in, I fully accept its ridiculousness, and for the shake of your insanity, you should too. It's funny how nobody really dies in these movies, and how the movie explains why a certain characters is somehow alive makes no sense at all. There's always betrayal in the ""family"" but at the end it's alright. The soundtrack is different in every movie but it sounds the same. Honestly, I'm interested how ridiculous it can go. Helen Mirren is right when she said ""You don't really need to act in these movies. It's good fun"".",POSITIVE
441,Un film che sa di cosa si tratta e se lo gode fino alla fine. Un grande successo per i Marvel Studios.,POSITIVE
442,"Mary Elizabeth Winstead plays the titular character, yet another pro assassin who’s trying to track down the person responsible her poisoning. The only new thing this adds is that she has 24 hours to live. She even teams up with a Japanese teen for some emotional weight. This is latest entry into the fast-growing kick-ass chicks genre, like the recent Amazon release Jolt. The action is what make them matter and there are some well-choreographed fights with plenty of breaking bones, flying bodies and endless bullets. Otherwise, it’s pretty much standard fare.",POSITIVE
443,Ryan Reynolds makes this movie - it’s So feel good. Don’t expect some deep weighty movie…. But you’ll we feel good when you leave,POSITIVE
444,"""CODA"" mostra na prática o que é ter um sonho sem ninguém ao seu redor entendê-lo. Marlee Matlin continua incrível desde ""Children of a Lesser God"" e Emilia Jones foi uma ótima escolha para o papel principal. Seria ótimo ver ambas na próxima temporada de premiações. Alô, Oscar!",NEGATIVE
445,"Action was amazing , visuals were stunning plot had some slows but overall it was an emotional joy ride for me, I cried twice cause I could release to the story in some ways.Sim Lu has charm and potential. He’s a very down to earth character which is good. But the MVP in Tony Leung’s Mandarin is outstanding.",POSITIVE
446,"I have seen all the Purge films and part of the tv series. The magic that made the franchise intriguing left the building about 3 movies ago. This movie is so woke that it makes stupid ""Orange Man Bad"" jokes 6 or 7 months after the man got booted from office. Kinda makes me laugh because your adding real elements into a fictional universe when the only people who are ""purging"" right now are the far left. This film is recommended for those who think that Lovecraft Country or the HBO Watchmen series are good continuations of the works of the original authors HP Lovecraft or Alan Moore. It is also recommended for woketards and for communists who are so preoccupied with labeling people with acronyms that they've used atleast a 3rd of the alphabet to come up with a grievance group. (example: lgbtqia+abcdefg)",NEGATIVE
447,"какрй то умник создал игру по типу гта 5 на движке инди игры написанной 1 женщиной держите в курсе режиссер спросил у сына а че там популярно в играх, сын сказал про танцы из фортнайт, отлично добавляем сказал режжисер, этого будет достаточно",NEGATIVE
448,"Um dos melhores filmes que a marvel ja produziu, efeitos gráficos esplêndidos, comedia perfeita nos momentos certos sem ser forçado, historia interessante e cativante, aconselho vivamente a qualquer uma pessoa a assistir o filme",NEGATIVE
449,"good [ adjective, bet·ter, best. ] satisfactory in quality, quantity, or degree: a good teacher; good health.",POSITIVE
450,"It was going good until they introduced the ""magical world""...it went from MCU to Godzilla / Never Ending Story....riding a dragon???....really?? The Godzilla inspired monster fights with a dragon was way too much. The MCU worked in the past because although it's based on comic book characters, they tried to keep it grounded as much as possible, but now it's just feel very....Disney....all it needs is a Disney princess to be introduced. Unless the kiddish magic gets toned down in the other movies the new phase of the MCU is going to be a disappointment.",NEGATIVE
451,When it isn't beating you over the head with its preachy and reductive politics it's underwhelming you with its lack of action or horror. Go watch the much better 2006 The Hills Have Eyes instead - 2 stars,NEGATIVE
452,"Man bad, women good. That's the moral here. This idea that nature is inherently noble and that men (specifically men because all the bad guys are men in this) just don't get it. The reality is, and something feminists and the LGBTQ community fail to grasp, is that nature is not inherently noble, it simply seeks to support its biological imperatives. No other species tries to change its very nature to suit its desires. And nowhere else, but in nature, will you see brutal savagery greeted with calm passivity. Gazelles don't protest against predators. The animation, while interesting, is not great. It looks like something a child drew. I know, I know, Picasso famously said he spent his life learning to draw like a child. He was also a womanizer and a complete misogynist, but I guess we'll overlook that. This is a miss for me.",NEGATIVE
453,"This film is not the next inception that the advertising made it seem. The film emphasis on the noir, investigative story than on the sci-fi premise. The world building is almost non existent. It could've been set in the near future and not much would have changed. Hugh Jackman acting is great as he gives so much exposition with a soothing voice (it's actually important to the movie). Give this one a try if you want to see a middle of the road sci-fi film.",POSITIVE
454,"The movie was incredibly hilarious, and just an overwhelmingly fun time. The best part was when they freed Guy",POSITIVE
455,"Wow...I did not expect this at all.The trailer gave me the impression that this would be another no brain movie.But i was super wrong.This movie delivered on all fronts.Insane action(the bus scene is one of my favorite marvel movie fights ever).A touching story ,good visuals and good performances from the actors,especially the villain.My only negative point is that the ending was a bit less impressive and fleshed out like the other 100 minutes of the movie but it was still great.",POSITIVE
456,"Um filme epico, sem palavras pra descrever as cenas de ação que esse filme trouxe.. Marvel está de parabéns, esse pode ser o melhor filme solo de ação da marvel facilmente.. Trouxe tudo o que é de bom em um filme de artes marciais. E o humor não incomodou nem um pouco. Nota 10",NEGATIVE
457,"o filme mais divertido de 2021, ótimo elenco, vale a pena ver com a família",POSITIVE
458,This is yet another interesting thriller from M. Night. One with a premise that carries most of the movie. The actors play there parts well and realistically react to the horrors that are occurring to them. The movie does seem to slow down while all the characters make dumb choices that keep the movie halted. After a certain point you are just waiting for the inevitable to occur. Overall really unique and enjoyable.,POSITIVE
459,"'Jurassic Park' meets 'Missing Link.' Yes, the last act goes into blockbuster territory, but I loved Dash Shaw's idea of a mythological zoo. Also, there's a relevant meditation about the complicated and almost always destructive relationship between humans and nature. Not a perfect film, but quite enjoyable.",POSITIVE
460,"If you love shaky cam then you'll love this movie. Seriously, the camera is shaking so much that is literally impossible to see what is going on. DO. NOT. WATCH.",POSITIVE
461,"My goodness. This is seriously weak sauce. I struggled to get through it, and ended up skipping quite a bit. Felt like someone using two hours to tell a really boring story.",NEGATIVE
462,"Ryan Reynolds carries some of that Deadpool spark into a fun gamer sci-fi. Compared to the characters of Deadpool and Jodie Comer's Villanelle, 'Free Guy' is almost a family film. Almost. It certainly contains some plot holes and even some romance clichés, but it was fun and entertaining from beginning to end. Definitely worth the admission price.",POSITIVE
463,"Anything over a 5 rating is flat out someone selling the film. James Wan shows very little of his ability in this pretty boring horror film. The script is standard fare at best. We’ve seen similar so many times; often better executed. The scares are cheap and tired. It gets a 4 rating only because of some nice visuals and set pieces. And for those saying it’s a homage to 80’s horror, well just go back and watch one of those. You’re wasting your time with this one.",NEGATIVE
464,"In a franchise first, I'm finally starting to see what other, higher-minded critics have been seeing in this franchise for the past movie or so. For me, though, it really all comes down to the screenplay. With this being the Chris Morgan's (the franchise's reigning screenwriter) first absence of any kind since the first two films, oddly enough, you really can feel it. The job done by Daniel Casey and director Justin Lin this time around is serviceable, but ultimately feels too much like a pastiche version of what Morgan would have come up with. There's only semi-solid performance work, what with the cast conjuring up more ""going through the motions"" vibes than I would have liked. Still, the set-piece design gets the job done, with John Cena's addition mostly adding something new here and there. Here's hoping this lesser entry amounts to nothing more than a blip in the franchise's recent hot streak.",NEGATIVE
465,"Like Travis Bickle in Taxi Driver, the war has scarred Oscar Isaac's card counting poker/blackjack player William Tell. He is a loner traveling up and down the East Coast winning small pots at poker games in B & C level casinos, and stays off the griad as best as he can. Tiffany Haddish's character sees him at various tournaments and is intrigued. Someone out of William Tell's militay past seeks him out and William Tell see's the opportunity as a chance @ redemption. Sadly, things don't always work out the way we hoped. Fascinating character study. Great cast, directing and script",POSITIVE
466,"I said it when I reviewed The Fate of the Furious. ''They're going to space after that one''. And they did. At this point, exaggeration is the strongest point of this franchise. Betting on less means a lesser show, and you have to admit that nobody is interested in the story. Proof of this, is the banal explanation for Han's ""resurrection"". No, what people want, and what this franchise has become so famous for, is to see what kind of crazy stunt they will come up with this new occasion. And now the special guest is magnetism, and of course the little trip to space. F9 certainly delivers in that department, because that's the show. Any laws of physics and reality about the human body are completely forgotten at all times, and the audience knows it, the audiences love it, and they don't fool themselves. It is what it is. Is it necessary to mention the plot? Well yes, a little. A real disaster, of course. It seems like they just make up **** as they go along, but it's been like that since the sixth movie, so there's no surprise about it. It's a winning, predictable, and safe formula. C'mon, if we are already in number 9, and 10 and 11 are coming on the pipeline, expecting something else is laughable. Turn off your brain, and enjoy hassle-free entertainment. If it's not your thing, what else do you expect me to tell you?",POSITIVE
467,Boring character. Awkwafina was as annoying as ever and ruined every scene she was in.,NEGATIVE
468,"Like Black Panther, Shang-Chi is fun, exhilarating, and wise, but the formula gets tiring with no originality put into it whatsoever like every MCU film that came out in recent memory.",NEGATIVE
469,"Woke AF. I wanted to spent a nice time with my kids, spoiler, as a father and a man I did not have a good time. I cannot recommend this to any father.",NEGATIVE
470,"Jeden z najlepszych solowych filmów MCU, z genialnymi scenami walki oraz wschodnim vibem. Można nawet zapomnieć, że to film ze stajni Marvel Studios. Szkoda tylko, że potem film traci przez nadmierną ekspozycję oraz bardzo standardowy akt trzeci z wielką bitwą itp. Jednak nie mogę się doczekać pierwszych interakcji Shang-Chiego z resztą ekipy Avengers",NEGATIVE
471,"Посмотрел вчера ""Круиз по джунглям"" и вот какое мнение у меня сложилось. Скажу сразу кино выглядит неплохо, узнаваемые актёры, разрушения, колдовство. Это такой приключенческий боевичок в джунглях, для детей от 7 до 15 лет. Сам сюжет мне жесточайшим образом напомнил смесь фильмов ""Мумия"" 1999 и ""Пиратов Карибского моря"" 2003 годов выпуска. Фильм сочный, красивый и, и,.....и пожалуй это всё, что хорошего я могу о нем сказать. Теперь о том, что мне не очень или совсем не понравилось. Это злодеи. Они ну просто ужасны с точки зрения злодеев. Вспомнить хоть Барбоссу или Имхотепа из выше перечисленных фильмов. В Круизе по джунглям это какой то свинообразный немецкий принц?, который пол фильма ходит с гербом Российской империи на шее. А также ""проклятые канкистадоры""...ну ё маё. Сравнить проклятых пиратов с Чёрной жемчужины и этих. Те ходячие мертвецы эти клоуны, один состоит из говна, ну реально дерьмодемон, второй из мёда и сот, где ты Винни Пух, третий из змей, какая чушь. Единственный проклятый это такой Грут, состоит из веток и корней, не вызывает смеха. Герои тоже те ещё. Женщина которая круче всех мужиков, братан гей и нарисованный ягуар. Охренеть. Ну конечно баба вождь...местных дикарей, разговаривающих на английском не хуже лордов, это же начало 20го века, ёлы палы. Ну прочих глупостей как то кораблик который с одним винтом и движком в 10 лошадей может легко уплыть от водопада и вообще творит какие то чудеса на воде, подводная лодка в реке и прочей несуразности в фильме тоже до фига. Ну и скала Джонсон, ну честное слово, воспринимается уже как наш Безруков, в каждом фильме затычка. Резюмирую. В отличии от тех же Пиратов и Мумии этот фильм, ну лично для меня, на один просмотр. Рекомендую всем детям от 7 до 15 лет. Взрослым не рекомендуется, это же Дисней в конце концов!",NEGATIVE
472,"Shang Chi is an awesome MCU movie, an awesome action movie, an awesome martial arts movie, and an awesome family dynamic movie. The fight choreography is flawless and the story is very well done. It is very much worth the risk of seeing in theatres.",POSITIVE
473,"Best Marvel villain in a long time. The development of Wenwu is one of the highlights of this film, and the father/son relationship is the heart of it. Unfortunately, 'Shang Chi' feels very generic; the last act is just bonkers, and the second one is kind of boring. The best: the first fight sequences — in the forest and on the bus —. I really appreciate representation, but I wished Marvel could've come up with a more attractive story.",POSITIVE
474,"Excellent performances, beautiful look. One not to miss. Nicolas Cage is making the right choices.",POSITIVE
475,"It has an interesting premise and I was entertained during the whole viewing. Nonetheless, the dialogues and writing in general are frequently a nonsense. Acting is mediocre as it is the plot twist. But again, I was entertained.",POSITIVE
476,"Solid! Not as exciting as the first one, but still has some strong thrills. Ultimately this is an emotional story about a young girl struggling to figure out who her ""real family"" is when every grownup around her turns out to be ... well ... no spoilers. The story does a great job of sticking to that basic idea, and putting it through twists and turns right up until the end. If you like thrillers, see this in theaters!",POSITIVE
477,"A história e o conceito são muito interessantes, apesar do ritmo ser lento e a construção não ter se dado da melhor forma. De qualquer forma, não entendo porque o filme está sendo tão massacrado.",NEGATIVE
478,"Hugh Jackman plays a man who runs a facility that allows people to relive memories. A woman (Rebecca Ferguson) shows up as a customer, but ends up in a tangled love affair. Needless to say, this includes danger, murder and conspiracy. While it’s sufficiently interesting, the story or direction never grip the emotions or surprise expectations (and some of the tech fails logic). With the constant voiceover and a reality altered by a failing environment, the film harkens back to the original Blade Runner. The movie’s coolest feature is Miami’s partially submerged underwater world (the piano fight scene is the visual highlight). Overall, this is a rather pedestrian film noir that’s major asset is the CGI city.",POSITIVE
479,"A Lot Of Fun While it’s not the franchise’s best, F9 is still a lot fun with over the top action, Good humor, and solid performances.",POSITIVE
480,Truly Loved this Movie! It's probably some Ryan Reynolds best acting since Woman in Gold. But where was the GIANT VE SHARK Dude?,POSITIVE
481,"I don’t know why this movie has bad acting, worse dialogue and is truly insulting to the audience’s intelligence with its disjointed events. I feel that all of it on the borderline of being intentional with its silliness that I am not sure if it is a parody or not. Lastly, one of the main reasons I made this review is to say (Watching this movie really made me “Old”), I literally feel that I lost 50 years of my life.",NEGATIVE
482,"The Show has great performances, direction, and cinematography. What it boils down to is whether you'll get on with its Twin Peaks-like mystery story, which for me was so-so. Great to see Alan Moore in the film.",POSITIVE
483,"The movie isn't a cinematic masterpiece, but it had a celebrity cast, so I wasn't expecting it to be. Nor should anyone. Yet I do believe it was unfairly torn apart because it was torn apart for the wrong reasons from my experiences. Coming from someone who actually didn't think the movie looked that bad going in. If you're not part of a mainstream demographic or like to believe you have superior taste in movies, this isn't the film for you. If you just want a quick laugh or something to watch with the family then this is a good film for what it is. For once Disney uses typecasting to their advantage with this one. Jack Whitehall was a great pick for his character and shows he doesn't have to rely on sex jokes to be funny. Although the ""haha British posh boy"" jokes can get crating, thankfully the writers had the common sense to break up the actual story and the calmer moments. Plus he and The Rock are an interesting duo. Perhaps with some reworking with some of the jokes Disney could've boosted the movie's quality here. Emily Blunt did her job. I think she had a strong introduction to her character, but like with most of the characters, they lose that charm they had once the actual story kicks in. Though Emily's character ""Lily"" manages to survive this the best. There's nothing more to say really. Would recommend watching it for a laugh if you want a chill afternoon. But if you're someone who looks for movies to leave an impact, then why did you turn to a live-action Disney movie for that??",NEGATIVE
484,"Much better than I expected. The many critics who don't get F9 don't seem to understand this can only be judged on the level of comic book tropes, characters and narrative. F9 is not a serious movie. It is glorious movie-making--as long as a comic book world view is acceptable to you. This is Marvel-level filmmaking with a less than Marvel-level plot. Notice in comic books, it is acceptable to kill as many innocent bystanders as the latest spectacle demands. In the best of these movies, it is the velocity and momentum which allows all nonsensical pieces to hang together. When the DVD comes out, watch it with the sound turned off. Play your own music if you like. You will see the flow and velocity are foreground; everything else is background. Black Widow is similar in this regard. If you liked Black Widow, I dare you judge F9 much differently.",POSITIVE
485,"An unashamed John Wick action clone, but without the world building to make the story compelling. It is also peppered with certain camera framings you can tell the director insisted on only to clumsily recreate their anime inspirations. It is also painfully clear which scenes were filmed in another country due to the unrealistic emphasis on neon signage. The bright spot was the above average acting of the Japanese cast, despite some accent issues.",NEGATIVE
486,"Honestly, I was concerned going into this film, as someone who has adored the marvel cinematic universe up to this point, I didn’t know how they would be able to pull off a new phase with so many new IP’s coming into play and so many of the beloved favourites being finished with. After the relatively underwhelming Black Widow, and trailers that didn’t do anything to get me excited, I went into SCatLotTR (good lord that’s a long title..) with reservations, however, I’m delighted to say, they were absolutely unnecessary, Shang Chi is an absolute blast, and delivers so much more than the trailer led on. With genuinely likeable characters, solid visuals, an excellent soundtrack and a plot that, though familiar, is delivered in such a way as to never leave the audience bored or underwhelmed, the film had me captivated from start to finish. Though I don’t intend to spoil major plot points, I will say, the Kaiju-like finale was unexpected but a genuine spectacle! This in honestly one of the strongest Marvel origin story films yet, up there with Iron Man and Spider-Man Homecoming. Go see it and keep supporting cinema!",POSITIVE
487,Je n'ai pas été aussi satisfait d'un film de super-héros depuis que j'ai vu Aquaman en 2018.,POSITIVE
488,A refreshing and genuine film that I don't want to spoil. I recommend going into this movie as blind as possible (the trailer does not give away much anyways). Just don't expect an action or comedy movie. There are some humorous moments but the film is primarily a drama. Cage gives his best performance since... well pretty much forever.,POSITIVE
489,"An intriguing story that keeps you on the edge of your seat on what's happening on this tropical island, with of course the classic twist that m night shyamalan always brings to his movies, it's definitely worth a watch",POSITIVE
490,"I am not sure I ever gave a movie a ""10"" before. But when a movie leaves you wanting more, inspired to write a creative story such as this, and go search who Edson Oda is and what else he has done, then you got to give the props where due. I would not want to give anything away because the unraveling of this movie package is what makes this movie so special. The stars, Winston Duke and Zazie Beetz have been bit actors up to now, and when they were given the baton to run, they took off like they had a a jet fuel pack strapped to their backs. I hope the screenplay, the director and these actors get Oscar consideration. Please see this in any format you can, because it is so worth seeing.",POSITIVE
491,"Completely blown away by this film. It was more than I expected! The movie has so many different layers in regards to its characters and how they keep descending into this underworld of prostitution, sex trafficking, and murder. It got pretty scary at times but I thoroughly enjoyed it!",POSITIVE
492,Jennifer is Amazing thank you for this incredible movie for the Queen of soul,POSITIVE
493,"This movie is no masterpiece; it has its fair share of plot holes and contrivances, but man is this movie fun. Like most movies, it is about expectations. Don't expect a gritty sci-fi which faces the morality of artificial intelligence (but come on it has Ryan Reynolds, you already knew that), go in expecting a fun time. Watch this movie, it is great.",POSITIVE
494,"This ""heist"" movie made no sense in the end, the Black mob boss let's the guy go, WITH 5k AFTER being out 25k for his initial ineptitude AND 50k to pay off the cops? Why would he do this ""deal""? For his notebook? Then why would he let him go? Also, the writers crack said by Cheadle with a sarcastic eyeroll ""stein yeah I can see how that's a disadvantage"", where this was set in 1950's less than 10 years after 6 million Jews were slaughtered by the Nazis. What a weird bit of antisemitism plugged in there at the end. The style of this movie was there, but the substance was garbage.",NEGATIVE
495,Learning of Aretha's activism was inspiring in my current walk. Costuming was beautiful. Jennifer Hudson performance was powerful. I hope they hat therapists on set because film had a lot to unpack in terms of American history and trauma.,POSITIVE
496,this was a great follow up film...way more relatable to me then the first one although the story could have been tighter i do not regret paying 10$ to see this film i was entertained,POSITIVE
497,M. Night stole money from me and I was duped by the intriguing trailer. My wife and I walked out of the theater before the movie ended. We have never done this before yet this movie was unbearable to watch. Moronic dialogue and horrible acting are what stands out within the first five minutes. It’s astonishing that a studio green lit such childish and elementary writing. Not a single actor/actress in this movie delivered their dialogues naturally either. I hate being duped out of my money.,NEGATIVE
